Series Code,Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,total_expenditure_sum,continent
ST.INT.XPND.CD,South Africa,ZAF,2684000000.00,2366000000.00,2251000000.00,3655000000.00,4237000000.00,4812000000.00,5230000000.00,6104000000.00,6905000000.00,6421000000.00,8139000000.00,8397000000.00,7145000000.00,6491000000.00,6314000000.00,5734000000.00,5354000000.00,6068000000.00,6348000000.00,5866000000.00,1594000000.00,112000000000.00,Africa
ST.INT.XPND.CD,South Sudan,SSD,,,,,,,,,,,,,,,239000000.00,759000000.00,323000000.00,293000000.00,513000000.00,,469000000.00,2596000000.00,Africa
ST.INT.XPND.CD,Spain,ESP,,,,,,,,,,,,,,,,,,,,,,0.00,Europe
ST.INT.XPND.CD,Sri Lanka,LKA,383000000.00,402000000.00,438000000.00,462000000.00,499000000.00,552000000.00,666000000.00,709000000.00,777000000.00,735000000.00,828000000.00,926000000.00,1219000000.00,1808000000.00,1922000000.00,2152000000.00,2295000000.00,2409000000.00,2487000000.00,2436000000.00,803000000.00,24908000000.00,Asia
ST.INT.XPND.CD,St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,51000000.00,52000000.00,51000000.00,56000000.00,56000000.00,60000000.00,18000000.00,344000000.00,Null
ST.INT.XPND.CD,St. Lucia,LCA,,,,,,,,,,,,,,,66000000.00,76000000.00,78000000.00,84000000.00,85000000.00,92000000.00,28000000.00,509000000.00,Null
ST.INT.XPND.CD,St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.XPND.CD,St. Vincent and the Grenadines,VCT,,,,,,,,,,,,,,,34000000.00,40000000.00,41000000.00,38000000.00,40000000.00,40000000.00,13000000.00,246000000.00,Null
ST.INT.XPND.CD,Sudan,SDN,55000000.00,74000000.00,91000000.00,119000000.00,176000000.00,667000000.00,1414000000.00,1477000000.00,1268000000.00,868000000.00,1127000000.00,937000000.00,699000000.00,460000000.00,439000000.00,195000000.00,203000000.00,29000000.00,13000000.00,,,10311000000.00,Africa
ST.INT.XPND.CD,Suriname,SUR,67000000.00,62000000.00,54000000.00,68000000.00,85000000.00,94000000.00,33000000.00,28000000.00,35000000.00,35000000.00,41000000.00,49000000.00,58000000.00,75000000.00,90000000.00,128000000.00,112000000.00,99000000.00,104000000.00,94000000.00,64000000.00,1475000000.00,South America
ST.INT.XPND.CD,Sweden,SWE,8959000000.00,7916000000.00,8221000000.00,9375000000.00,11088000000.00,11088000000.00,11159000000.00,13646000000.00,14622000000.00,12075000000.00,13973000000.00,,,,,,,,,,,122000000000.00,Europe
ST.INT.XPND.CD,Switzerland,CHE,7837000000.00,7540000000.00,7633000000.00,9148000000.00,10518000000.00,11218000000.00,11822000000.00,12984000000.00,14083000000.00,13799000000.00,14332000000.00,17538000000.00,18884000000.00,19963000000.00,20853000000.00,19675000000.00,19941000000.00,21501000000.00,21441000000.00,21097000000.00,10372000000.00,312000000000.00,Europe
ST.INT.XPND.CD,Syria,SYR,,,,734000000.00,688000000.00,584000000.00,585000000.00,710000000.00,911000000.00,980000000.00,1598000000.00,850000000.00,,,,,,,,,,7640000000.00,Asia
ST.INT.XPND.CD,Tajikistan,TJK,,,,,,,,,,,35400001.53,31399999.62,36500000.00,42500000.00,,,24600000.38,15100000.38,24200000.76,28399999.62,10800000.19,248900002.50,Asia
ST.INT.XPND.CD,Tanzania,TZA,369000000.00,363000000.00,361000000.00,375000000.00,470000000.00,577000000.00,571000000.00,616000000.00,746000000.00,806000000.00,861000000.00,928000000.00,1003000000.00,1101000000.00,1185000000.00,1288000000.00,992000000.00,873000000.00,818000000.00,738200012.20,,15041200012.00,Africa
ST.INT.XPND.CD,Thailand,THA,3218000000.00,3334000000.00,3888000000.00,3538000000.00,5343000000.00,4920000000.00,6176000000.00,6889000000.00,6707000000.00,5744000000.00,7155000000.00,7534000000.00,8095000000.00,8238000000.00,8824000000.00,9539000000.00,11267000000.00,12676000000.00,14406000000.00,14969000000.00,3681000000.00,156000000000.00,Asia
ST.INT.XPND.CD,Timor-Leste,TLS,,,,,,,2000000.00,5000000.00,51000000.00,69000000.00,68000000.00,62000000.00,92000000.00,57000000.00,84000000.00,100000000.00,118000000.00,137000000.00,131000000.00,110000000.00,61000000.00,1147000000.00,Null
ST.INT.XPND.CD,Togo,TGO,15000000.00,20000000.00,26000000.00,37000000.00,38000000.00,42000000.00,42000000.00,59000000.00,68000000.00,94000000.00,89000000.00,81000000.00,46000000.00,58000000.00,60000000.00,53000000.00,55000000.00,57000000.00,65000000.00,61000000.00,,1066000000.00,Africa
ST.INT.XPND.CD,Tonga,TON,,,,13199999.81,16200000.76,16000000.00,15000000.00,17299999.24,21299999.24,19799999.24,21600000.38,23399999.62,28500000.00,29100000.38,30100000.38,32400001.53,23799999.24,37700000.76,41200000.76,44000000.00,38000000.00,468600001.30,Oceania
ST.INT.XPND.CD,Trinidad and Tobago,TTO,190000000.00,172000000.00,208000000.00,143000000.00,141000000.00,234000000.00,146000000.00,155000000.00,102000000.00,136000000.00,97000000.00,188000000.00,223000000.00,116000000.00,168000000.00,253000000.00,230000000.00,147000000.00,149000000.00,133000000.00,42000000.00,3373000000.00,North America
ST.INT.XPND.CD,Tunisia,TUN,310000000.00,322000000.00,303000000.00,355000000.00,427000000.00,452000000.00,498000000.00,530000000.00,555000000.00,478000000.00,611000000.00,678000000.00,673000000.00,768000000.00,770000000.00,767000000.00,823000000.00,871000000.00,954000000.00,889000000.00,407000000.00,12441000000.00,Africa
ST.INT.XPND.CD,Turkey,TUR,,,,,,3563000000.00,3517000000.00,4254000000.00,4509000000.00,5061000000.00,5817000000.00,5372000000.00,4585000000.00,5017000000.00,5331000000.00,5635000000.00,5698000000.00,5865000000.00,6068000000.00,5354000000.00,1639000000.00,77285000000.00,Asia
ST.INT.XPND.CD,Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,0.00,Asia
ST.INT.XPND.CD,Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.XPND.CD,Tuvalu,TUV,,4199999.81,3900000.10,4300000.19,4599999.91,4599999.91,5429999.83,6889999.87,8399999.62,7500000.00,8699999.81,11449999.81,11500000.00,6900000.10,7500000.00,9399999.62,11399999.62,10100000.38,10800000.19,9800000.19,,147369998.90,Oceania
ST.INT.XPND.CD,Uganda,UGA,,,,,158000000.00,185000000.00,196000000.00,220000000.00,315000000.00,351000000.00,464000000.00,540000000.00,642000000.00,349000000.00,342000000.00,278000000.00,309000000.00,365000000.00,497000000.00,596000000.00,268000000.00,6075000000.00,Africa
ST.INT.XPND.CD,Ukraine,UKR,561000000.00,676000000.00,794000000.00,953000000.00,2660000000.00,3078000000.00,3202000000.00,4022000000.00,4585000000.00,3751000000.00,4134000000.00,4829000000.00,5536000000.00,6300000000.00,5470000000.00,5408000000.00,6306000000.00,7536000000.00,8287000000.00,8907000000.00,4823000000.00,91818000000.00,Europe
ST.INT.XPND.CD,United Arab Emirates,ARE,3019000000.00,3321000000.00,3651000000.00,3956000000.00,4472000000.00,6186000000.00,8827000000.00,11273000000.00,13288000000.00,10347000000.00,11818000000.00,13206000000.00,15072000000.00,16188000000.00,15848000000.00,16637099609.00,17127259766.00,17644699219.00,18004099609.00,18382000000.00,15085000000.00,243000000000.00,Asia
ST.INT.XPND.CD,United Kingdom,GBR,,,,,,,,,,,,,,,,,,,,,,0.00,Europe
ST.INT.XPND.CD,United States of America,USA,85490000000.00,82185000000.00,79362000000.00,81708000000.00,93343000000.00,98694000000.00,105000000000.00,113000000000.00,119000000000.00,115000000000.00,124000000000.00,131000000000.00,138000000000.00,132000000000.00,140000000000.00,145000000000.00,148000000000.00,158000000000.00,177000000000.00,186000000000.00,48837000000.00,2500000000000.00,North America
ST.INT.XPND.CD,Uruguay,URY,381000000.00,338000000.00,243000000.00,236000000.00,267000000.00,331000000.00,305000000.00,354000000.00,466000000.00,442000000.00,549000000.00,797000000.00,1043000000.00,1486000000.00,1559000000.00,1384000000.00,1079000000.00,1222000000.00,1252000000.00,1424000000.00,412000000.00,15570000000.00,South America
ST.INT.XPND.CD,Uzbekistan,UZB,,,,,,,,,,,,,,,1509000000.00,1902000000.00,1832000000.00,2107000000.00,2722000000.00,2753000000.00,1062000000.00,13887000000.00,Asia
ST.INT.XPND.CD,Vanuatu,VUT,,,11000000.00,14000000.00,15000000.00,13000000.00,11000000.00,13000000.00,32000000.00,28000000.00,34000000.00,39000000.00,43000000.00,46000000.00,41000000.00,34000000.00,28000000.00,19000000.00,21000000.00,32000000.00,22000000.00,496000000.00,Oceania
ST.INT.XPND.CD,Venezuela,VEN,1647000000.00,1718000000.00,1546000000.00,1311000000.00,1604000000.00,1843000000.00,1807000000.00,2292000000.00,2745000000.00,3019000000.00,2944000000.00,3994000000.00,4592000000.00,5417000000.00,4118000000.00,3249000000.00,2920000000.00,,,,,46766000000.00,South America
ST.INT.XPND.CD,Vietnam,VNM,,,,,,900000000.00,1050000000.00,1220000000.00,1300000000.00,1100000000.00,1470000000.00,1710000000.00,1856000000.00,2050000000.00,2650000000.00,3595000000.00,4500000000.00,5040000000.00,5910000000.00,6460000000.00,4360000000.00,45171000000.00,Asia
ST.INT.XPND.CD,Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.XPND.CD,West Bank and Gaza,PSE,290000000.00,361000000.00,373000000.00,312000000.00,336000000.00,223000000.00,211000000.00,395000000.00,477000000.00,479000000.00,521000000.00,603000000.00,647000000.00,630000000.00,514000000.00,606000000.00,620000000.00,813000000.00,826000000.00,914000000.00,567000000.00,10718000000.00,Null
ST.INT.XPND.CD,Yemen,YEM,127000000.00,136000000.00,135000000.00,134000000.00,183000000.00,224000000.00,225000000.00,247000000.00,246000000.00,277000000.00,252000000.00,258000000.00,148000000.00,161000000.00,158000000.00,79000000.00,56000000.00,,,,,3046000000.00,Asia
ST.INT.XPND.CD,Zambia,ZMB,102000000.00,102000000.00,109000000.00,115000000.00,86000000.00,87000000.00,92000000.00,120000000.00,164000000.00,143000000.00,167000000.00,223000000.00,303000000.00,357000000.00,378000000.00,400000000.00,423000000.00,410000000.00,478000000.00,511000000.00,474000000.00,5244000000.00,Africa
ST.INT.XPND.CD,Zimbabwe,ZWE,,,,,,,,,,167000000.00,203000000.00,317000000.00,387000000.00,441000000.00,451000000.00,557000000.00,406000000.00,337000000.00,269000000.00,257000000.00,157000000.00,3949000000.00,Africa
ST.INT.XPND.CD,Africa Eastern and Southern,AFE,5118278498.00,4740785821.00,4638409267.00,6366600631.00,7454375622.00,9095631488.00,10891986611.00,12282357127.00,13492776830.00,12173692910.00,15220695814.00,16038888577.00,14297265464.00,13297791368.00,13730114525.00,13529345036.00,12785958384.00,13833871657.00,13948520114.00,13285421768.00,,226000000000.00,Null
ST.INT.XPND.CD,Africa Western and Central,AFW,,,,,,3182179277.00,7008999777.00,11331069729.00,16538419957.00,11510021397.00,13305034031.00,15372632431.00,14804328912.00,14973427205.00,15349499031.00,15420497841.00,10307901538.00,15061265708.00,21291654470.00,25723080448.00,,211000000000.00,Null
ST.INT.XPND.CD,Arab World,ARB,,,,,,,,63296382380.00,63845283388.00,65201331976.00,70962703538.00,69143821951.00,75923418070.00,81949054134.00,92130370874.00,93507358155.00,91998492117.00,94677692222.00,94712413500.00,101000000000.00,,1060000000000.00,Null
ST.INT.XPND.CD,Caribbean small states,CSS,1297376533.00,1243368098.00,1305595208.00,1311465690.00,1475549714.00,1627568736.00,1500886217.00,1549146224.00,1335595693.00,1190815672.00,1117219162.00,1143762166.00,1474343214.00,1313878690.00,1458658711.00,1578456569.00,1622542180.00,1697867225.00,1750798337.00,,,26994894039.00,Null
ST.INT.XPND.CD,Central Europe and the Baltics,CEB,9875015638.00,10377656669.00,11429669531.00,13167559240.00,16559247222.00,18329758038.00,21036239406.00,25229025939.00,32415336178.00,26184233490.00,25541907416.00,27040308409.00,25808553702.00,26569629134.00,28474361523.00,25705149944.00,27664361997.00,32937582264.00,37121209259.00,38206176899.00,,480000000000.00,Null
ST.INT.XPND.CD,Early-demographic dividend,EAR,,,67424102395.00,66117035342.00,74329339727.00,86160545306.00,92920476870.00,110000000000.00,117000000000.00,117000000000.00,134000000000.00,133000000000.00,135000000000.00,143000000000.00,157000000000.00,161000000000.00,163000000000.00,178000000000.00,187000000000.00,186000000000.00,,2310000000000.00,Null
ST.INT.XPND.CD,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.XPND.CD,East Asia & Pacific (excluding high income),EAP,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.XPND.CD,East Asia & Pacific (IDA & IBRD countries),TEA,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.XPND.CD,Euro area,EMU,168000000000.00,164000000000.00,174000000000.00,209000000000.00,226000000000.00,242000000000.00,249000000000.00,286000000000.00,319000000000.00,282000000000.00,278000000000.00,310000000000.00,291000000000.00,310000000000.00,324000000000.00,264000000000.00,270000000000.00,299000000000.00,325000000000.00,324000000000.00,,5310000000000.00,Null
ST.INT.XPND.CD,Europe & Central Asia,ECS,232000000000.00,228000000000.00,244000000000.00,291000000000.00,324000000000.00,348000000000.00,363000000000.00,423000000000.00,477000000000.00,421000000000.00,434000000000.00,491000000000.00,493000000000.00,539000000000.00,552000000000.00,453000000000.00,449000000000.00,504000000000.00,546000000000.00,547000000000.00,,8360000000000.00,Null
ST.INT.XPND.CD,Europe & Central Asia (excluding high income),ECA,,16359925019.00,19014099506.00,22360205316.00,29014846624.00,32513581822.00,35024708854.00,42914890519.00,50409648467.00,45261482093.00,52596268769.00,62837657634.00,76690521872.00,91606244214.00,88088679092.00,69087899584.00,58941076538.00,72343375118.00,79423074238.00,82567114084.00,,1030000000000.00,Null
ST.INT.XPND.CD,Europe & Central Asia (IDA & IBRD countries),TEC,,20759842843.00,23356542108.00,26267131848.00,34977239804.00,39179524873.00,43472548823.00,52287916095.00,62297290644.00,54165770098.00,62301417796.00,72311114711.00,86364184719.00,101000000000.00,97861487193.00,77950020545.00,68300773289.00,83037467893.00,91384400507.00,94379487632.00,,1190000000000.00,Null
ST.INT.XPND.CD,European Union,EUU,185000000000.00,182000000000.00,193000000000.00,230000000000.00,252000000000.00,268000000000.00,279000000000.00,322000000000.00,362000000000.00,316000000000.00,315000000000.00,349000000000.00,328000000000.00,348000000000.00,365000000000.00,301000000000.00,309000000000.00,344000000000.00,375000000000.00,376000000000.00,,6000000000000.00,Null
ST.INT.XPND.CD,Fragile and conflict affected situations,FCS,,,,,,11913977403.00,16520580617.00,21728749775.00,28474948950.00,25145716721.00,30184026134.00,33356316267.00,35197645793.00,39455617135.00,39098359295.00,39433201556.00,32650144143.00,40237943893.00,47653655921.00,,,441000000000.00,Null
ST.INT.XPND.CD,Heavily indebted poor countries (HIPC),HPC,3317109406.00,3329310215.00,3708736833.00,4187570858.00,4849039783.00,6213974475.00,7959208078.00,8920069689.00,9659427051.00,9468269289.00,9350694785.00,10612098601.00,10405443388.00,10595708104.00,11508059625.00,11634195824.00,10878560153.00,11066297328.00,11938931651.00,12478988024.00,,172000000000.00,Null
ST.INT.XPND.CD,High income,HIC,432000000000.00,417000000000.00,431000000000.00,476000000000.00,546000000000.00,586000000000.00,610000000000.00,689000000000.00,741000000000.00,673000000000.00,723000000000.00,788000000000.00,801000000000.00,818000000000.00,860000000000.00,794000000000.00,816000000000.00,882000000000.00,950000000000.00,960000000000.00,,14000000000000.00,Null
ST.INT.XPND.CD,IBRD only,IBD,102000000000.00,107000000000.00,114000000000.00,119000000000.00,145000000000.00,166000000000.00,185000000000.00,222000000000.00,258000000000.00,237000000000.00,283000000000.00,319000000000.00,352000000000.00,393000000000.00,405000000000.00,363000000000.00,359000000000.00,412000000000.00,435000000000.00,447000000000.00,,5420000000000.00,Null
ST.INT.XPND.CD,IDA & IBRD total,IBT,108000000000.00,112000000000.00,119000000000.00,128000000000.00,155000000000.00,178000000000.00,204000000000.00,247000000000.00,291000000000.00,261000000000.00,311000000000.00,350000000000.00,383000000000.00,424000000000.00,437000000000.00,398000000000.00,386000000000.00,444000000000.00,476000000000.00,494000000000.00,,5900000000000.00,Null
ST.INT.XPND.CD,IDA blend,IDB,,,,,,3929732536.00,8303688880.00,12450302650.00,18431027698.00,11337519865.00,13817128887.00,16617420541.00,16405315493.00,16272749837.00,17164096054.00,18050557518.00,13035814679.00,18164479576.00,24345076315.00,28252107324.00,,237000000000.00,Null
ST.INT.XPND.CD,IDA only,IDX,4789169472.00,4651436245.00,5012992609.00,5557633181.00,6257871071.00,7415626035.00,9192136614.00,10684012277.00,12203341685.00,11594825930.00,12987466226.00,13285557120.00,13831452815.00,14412795539.00,14564480208.00,15411965688.00,14254780935.00,14941721783.00,16440068108.00,17082193038.00,,225000000000.00,Null
ST.INT.XPND.CD,IDA total,IDA,,,,,,11790449996.00,17816117495.00,23318346598.00,30593653223.00,23273853733.00,27131773016.00,30111029277.00,30472271657.00,30948553418.00,31982103766.00,33732271071.00,27144657871.00,32752255830.00,40201044516.00,44683288686.00,,436000000000.00,Null
ST.INT.XPND.CD,Late-demographic dividend,LTE,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.XPND.CD,Latin America & Caribbean,LCN,27633786540.00,26908017457.00,23887582717.00,24737019059.00,28162554651.00,32816692448.00,36413351116.00,42810677116.00,48197411280.00,45583190518.00,53868359629.00,64290224890.00,70397979487.00,77342496464.00,78310575568.00,69507453851.00,70244511261.00,80940138324.00,80791735174.00,75643090718.00,,1060000000000.00,Null
ST.INT.XPND.CD,Latin America & Caribbean (excluding high income),LAC,22080150892.00,21198407656.00,18589747944.00,19306926198.00,21938023961.00,26189902364.00,29657335147.00,35284791345.00,40243789990.00,37668651383.00,45905839120.00,54498113137.00,59314670294.00,64942126492.00,66969882811.00,59337782067.00,60398218881.00,69958386559.00,69923884309.00,64890411786.00,,888000000000.00,Null
ST.INT.XPND.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,24965154249.00,24138606581.00,21320510884.00,21898993821.00,24966361498.00,29429632891.00,32830891081.00,39110446416.00,44504990750.00,42370907402.00,50732249980.00,60973235242.00,66934991172.00,73764661300.00,74797509367.00,66122692784.00,66731592401.00,77049312752.00,77084923603.00,72084531613.00,,992000000000.00,Null
ST.INT.XPND.CD,Least developed countries: UN classification,LDC,3340576930.00,3151598019.00,3171361485.00,3469011639.00,4106786118.00,5172133344.00,6905895468.00,8084819054.00,8921852943.00,8184624127.00,8951985290.00,9831364633.00,10168952832.00,10679510079.00,11054235823.00,11323667419.00,10733777449.00,11787174468.00,12833855271.00,13064499220.00,,165000000000.00,Null
ST.INT.XPND.CD,Low & middle income,LMY,101000000000.00,105000000000.00,113000000000.00,121000000000.00,147000000000.00,168000000000.00,192000000000.00,235000000000.00,276000000000.00,248000000000.00,298000000000.00,336000000000.00,369000000000.00,409000000000.00,423000000000.00,386000000000.00,374000000000.00,431000000000.00,462000000000.00,480000000000.00,,5670000000000.00,Null
ST.INT.XPND.CD,Low income,LIC,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.XPND.CD,Lower middle income,LMC,18225673158.00,19760890433.00,24635655392.00,27042044871.00,32586181629.00,38649464923.00,45858407310.00,58724158263.00,72286360503.00,60082773969.00,71420190444.00,77237036382.00,79772670391.00,85781851474.00,94441485761.00,96964142916.00,98683577157.00,111000000000.00,122000000000.00,134000000000.00,,1370000000000.00,Null
ST.INT.XPND.CD,Middle East & North Africa,MEA,,,,,,51617139198.00,60481283899.00,74195207620.00,76053608477.00,77572936972.00,85447234513.00,84083553689.00,89023883421.00,97111990629.00,109000000000.00,111000000000.00,112000000000.00,117000000000.00,115000000000.00,122000000000.00,,1380000000000.00,Null
ST.INT.XPND.CD,Middle East & North Africa (excluding high income),MNA,,,,13828871175.00,15060587562.00,15149635307.00,16665671887.00,20944911892.00,24271668712.00,25304225678.00,29687531228.00,28445013572.00,26903952256.00,30702564639.00,32485773829.00,33726178623.00,35581693841.00,38179709327.00,35968285073.00,42475887863.00,,465000000000.00,Null
ST.INT.XPND.CD,Middle East & North Africa (IDA & IBRD countries),TMN,,,,13514402946.00,14722316749.00,14937012576.00,16466540617.00,20563114393.00,23809713956.00,24841152447.00,29185757798.00,27850436610.00,26254624231.00,30071941254.00,31973977785.00,33121108547.00,34963037871.00,37365133168.00,35139572487.00,41590616262.00,,456000000000.00,Null
ST.INT.XPND.CD,Middle income,MIC,98511475785.00,103000000000.00,110000000000.00,119000000000.00,144000000000.00,165000000000.00,187000000000.00,229000000000.00,270000000000.00,243000000000.00,292000000000.00,330000000000.00,364000000000.00,404000000000.00,418000000000.00,381000000000.00,371000000000.00,428000000000.00,458000000000.00,476000000000.00,,5590000000000.00,Null
ST.INT.XPND.CD,North America,NAC,90991874547.00,87558935564.00,84664993323.00,88642355190.00,102000000000.00,110000000000.00,119000000000.00,130000000000.00,138000000000.00,131000000000.00,146000000000.00,155000000000.00,164000000000.00,157000000000.00,167000000000.00,172000000000.00,175000000000.00,188000000000.00,210000000000.00,221000000000.00,,2840000000000.00,Null
ST.INT.XPND.CD,Not classified,INX,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.XPND.CD,OECD members,OED,383000000000.00,366000000000.00,378000000000.00,426000000000.00,488000000000.00,523000000000.00,540000000000.00,610000000000.00,660000000000.00,593000000000.00,635000000000.00,695000000000.00,696000000000.00,706000000000.00,734000000000.00,667000000000.00,687000000000.00,750000000000.00,816000000000.00,819000000000.00,,12200000000000.00,Null
ST.INT.XPND.CD,Other small states,OSS,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.XPND.CD,Pacific island small states,PSS,170206865.40,155388536.70,151061262.00,161475151.10,208685646.20,254056551.70,245978068.20,253533038.60,289983741.50,296365424.50,317338195.60,356097992.40,367789236.20,353647430.30,334545453.60,343726808.60,354170591.40,380107903.40,392453079.80,,,5386610977.00,Null
ST.INT.XPND.CD,Post-demographic dividend,PST,408000000000.00,392000000000.00,406000000000.00,455000000000.00,522000000000.00,556000000000.00,573000000000.00,645000000000.00,698000000000.00,633000000000.00,680000000000.00,749000000000.00,755000000000.00,767000000000.00,794000000000.00,722000000000.00,747000000000.00,815000000000.00,879000000000.00,888000000000.00,,13100000000000.00,Null
ST.INT.XPND.CD,Pre-demographic dividend,PRE,,,,,,5846620235.00,10733243870.00,15285519002.00,20847180001.00,15385554161.00,18265849657.00,20879159784.00,20716055735.00,23527665646.00,25905035224.00,27735614935.00,21759323963.00,27052614478.00,32880665576.00,40772702772.00,,328000000000.00,Null
ST.INT.XPND.CD,Small states,SST,,,,,,,,,,,,18031766459.00,21808298239.00,22809878158.00,24472596621.00,27683735405.00,28133098542.00,27312534538.00,26566855897.00,27947788358.00,,225000000000.00,Null
ST.INT.XPND.CD,South Asia,SAS,,,,,,,,,,,,,19014000000.00,19693000000.00,23538599998.00,24480000000.00,26375000000.00,30156000000.00,34077000000.00,36797000000.00,,214000000000.00,Null
ST.INT.XPND.CD,South Asia (IDA & IBRD),TSA,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.XPND.CD,Sub-Saharan Africa,SSF,,,,,,12802149277.00,18601954009.00,24482259033.00,31177583990.00,24557117278.00,29022018514.00,31979493588.00,29643916778.00,28820025419.00,29642186201.00,29452615659.00,22844780214.00,28337369623.00,34491411433.00,38074663904.00,,414000000000.00,Null
ST.INT.XPND.CD,Sub-Saharan Africa (excluding high income),SSA,,,,,,12738587257.00,18544755643.00,24407810130.00,31116242969.00,24502342304.00,28960934211.00,31917254550.00,29588811977.00,28760012694.00,29579044674.00,29401926000.00,22749442506.00,28230462733.00,34389991449.00,37965612630.00,,413000000000.00,Null
ST.INT.XPND.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,,,,,,12802149277.00,18601954009.00,24482259033.00,31177583990.00,24557117278.00,29022018514.00,31979493588.00,29643916778.00,28820025419.00,29642186201.00,29452615659.00,22844780214.00,28337369623.00,34491411433.00,38074663904.00,,414000000000.00,Null
ST.INT.XPND.CD,Upper middle income,UMC,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.XPND.CD,World,WLD,551000000000.00,538000000000.00,560000000000.00,615000000000.00,712000000000.00,772000000000.00,818000000000.00,940000000000.00,1030000000000.00,936000000000.00,1030000000000.00,1130000000000.00,1170000000000.00,1230000000000.00,1280000000000.00,1180000000000.00,1190000000000.00,1310000000000.00,1410000000000.00,1440000000000.00,,19900000000000.00,Null