Series Code,Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,total_receipts_sum,continent
ST.INT.RCPT.CD,South Africa,ZAF,3338000000.00,3256000000.00,3695000000.00,6674000000.00,7571000000.00,8629000000.00,9211000000.00,10226000000.00,9178000000.00,8684000000.00,10309000000.00,10706000000.00,11202000000.00,10468000000.00,10484000000.00,9140000000.00,8807000000.00,9706000000.00,9789000000.00,9064000000.00,2716000000.00,173000000000.00,Africa
ST.INT.RCPT.CD,South Sudan,SSD,,,,,,,,,,,,,,,,22000000.00,23500000.00,26000000.00,12000000.00,,,83500000.00,Africa
ST.INT.RCPT.CD,Spain,ESP,,,,,,,,,,,,,,,,,,,,,,0.00,Europe
ST.INT.RCPT.CD,Sri Lanka,LKA,388000000.00,347000000.00,594000000.00,709000000.00,808000000.00,729000000.00,733000000.00,750000000.00,803000000.00,754000000.00,1044000000.00,1421000000.00,1756000000.00,2506000000.00,3278000000.00,3978000000.00,4591000000.00,5083000000.00,5608000000.00,4663000000.00,1076000000.00,41619000000.00,Asia
ST.INT.RCPT.CD,St. Kitts and Nevis,KNA,58000000.00,62000000.00,57000000.00,75000000.00,103000000.00,121000000.00,132000000.00,125000000.00,110000000.00,83000000.00,90000000.00,94000000.00,95000000.00,101000000.00,343000000.00,317000000.00,332000000.00,355000000.00,367000000.00,,,3020000000.00,Null
ST.INT.RCPT.CD,St. Lucia,LCA,281000000.00,233000000.00,210000000.00,282000000.00,326000000.00,382000000.00,294000000.00,302000000.00,311000000.00,296000000.00,309000000.00,321000000.00,337000000.00,354000000.00,778000000.00,810000000.00,776000000.00,875000000.00,989000000.00,,,8466000000.00,Null
ST.INT.RCPT.CD,St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.RCPT.CD,St. Vincent and the Grenadines,VCT,,,,,,,,,,,,,,,178500000.00,211100006.10,221300003.10,215399993.90,231000000.00,255000000.00,85000000.00,1397300003.00,Null
ST.INT.RCPT.CD,Sudan,SDN,5000000.00,3000000.00,108000000.00,17000000.00,21000000.00,114000000.00,194000000.00,390000000.00,255000000.00,231000000.00,82000000.00,179000000.00,772000000.00,773000000.00,967000000.00,949000000.00,1009000000.00,1029000000.00,1043000000.00,,,8141000000.00,Africa
ST.INT.RCPT.CD,Suriname,SUR,42000000.00,26000000.00,17000000.00,18000000.00,52000000.00,96000000.00,109000000.00,73000000.00,83000000.00,70000000.00,69000000.00,69000000.00,79000000.00,92000000.00,103000000.00,99000000.00,74000000.00,61000000.00,73000000.00,64000000.00,19000000.00,1388000000.00,South America
ST.INT.RCPT.CD,Sweden,SWE,4825000000.00,5200000000.00,5671000000.00,6548000000.00,7686000000.00,7628000000.00,9714000000.00,11889000000.00,11732000000.00,9769000000.00,10674000000.00,,,,,,,,,,,91336000000.00,Europe
ST.INT.RCPT.CD,Switzerland,CHE,9058000000.00,9392000000.00,9198000000.00,10427000000.00,11217000000.00,11914000000.00,12961000000.00,14934000000.00,18016000000.00,17023000000.00,17883000000.00,20809000000.00,19564000000.00,20236000000.00,21358000000.00,20140000000.00,19787000000.00,20399000000.00,21294000000.00,21257000000.00,9994000000.00,337000000000.00,Europe
ST.INT.RCPT.CD,Syria,SYR,,,,877000000.00,1883000000.00,2035000000.00,2113000000.00,2972000000.00,3176000000.00,3781000000.00,6308000000.00,1816000000.00,,,,,,,,,,24961000000.00,Asia
ST.INT.RCPT.CD,Tajikistan,TJK,,,5000000.00,6199999.81,9600000.38,9100000.38,11199999.81,16500000.00,23700000.76,19500000.00,141500000.00,184100006.10,286600006.10,233300003.10,220199996.90,146000000.00,149600006.10,171600006.10,170899993.90,179100006.10,102400001.50,2086100027.00,Asia
ST.INT.RCPT.CD,Tanzania,TZA,381000000.00,626000000.00,639000000.00,654000000.00,762000000.00,835000000.00,986000000.00,1215000000.00,1293000000.00,1192000000.00,1279000000.00,1383000000.00,1754000000.00,1939000000.00,2047000000.00,1924000000.00,2149000000.00,2265000000.00,2465000000.00,2624500000.00,,28412500000.00,Africa
ST.INT.RCPT.CD,Thailand,THA,9935000000.00,9378000000.00,10388000000.00,10456000000.00,13054000000.00,12103000000.00,16624000000.00,20625000000.00,22510000000.00,19811000000.00,23796000000.00,30924000000.00,34565000000.00,41765000000.00,38451000000.00,44851000000.00,48459000000.00,57057000000.00,61383000000.00,64371000000.00,15360000000.00,606000000000.00,Asia
ST.INT.RCPT.CD,Timor-Leste,TLS,,,,,,,20300000.00,26000000.00,14000000.00,16000000.00,24000000.00,18000000.00,21000000.00,29000000.00,35000000.00,51000000.00,58000000.00,73000000.00,78000000.00,,,463300000.00,Null
ST.INT.RCPT.CD,Togo,TGO,11000000.00,14000000.00,16000000.00,26000000.00,25000000.00,27000000.00,23000000.00,38000000.00,44000000.00,73000000.00,105000000.00,209000000.00,206000000.00,233000000.00,233000000.00,212000000.00,223000000.00,245000000.00,269000000.00,264000000.00,,2496000000.00,Africa
ST.INT.RCPT.CD,Tonga,TON,,,,,13100000.38,15000000.00,,15199999.81,18000000.00,18399999.62,17299999.24,32500000.00,40000000.00,47000000.00,38299999.24,46400001.53,52700000.76,48500000.00,48099998.47,57099998.47,47700000.76,555299998.30,Oceania
ST.INT.RCPT.CD,Trinidad and Tobago,TTO,371000000.00,361000000.00,402000000.00,437000000.00,568000000.00,593000000.00,517000000.00,621000000.00,557000000.00,548000000.00,630000000.00,650000000.00,852000000.00,856000000.00,875000000.00,809000000.00,708000000.00,717000000.00,541000000.00,481000000.00,151000000.00,12245000000.00,North America
ST.INT.RCPT.CD,Tunisia,TUN,1977000000.00,2061000000.00,1831000000.00,1935000000.00,2432000000.00,2800000000.00,2999000000.00,3373000000.00,3909000000.00,3524000000.00,3477000000.00,2529000000.00,2931000000.00,2863000000.00,3042000000.00,1869000000.00,1706000000.00,1782000000.00,2320000000.00,2683000000.00,1007000000.00,53050000000.00,Africa
ST.INT.RCPT.CD,Turkey,TUR,,,,,,20760000000.00,19137000000.00,21662000000.00,26446000000.00,26331000000.00,26318000000.00,30302000000.00,31566000000.00,37984000000.00,40028000000.00,35648000000.00,26505000000.00,31993000000.00,36791000000.00,41415000000.00,13771000000.00,467000000000.00,Asia
ST.INT.RCPT.CD,Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,0.00,Asia
ST.INT.RCPT.CD,Turks and Caicos Islands,TCA,285000000.00,311000000.00,292000000.00,,,,,,,,,,,,,,,,,,,888000000.00,Null
ST.INT.RCPT.CD,Tuvalu,TUV,,,,,,1200000.00,1200000.00,1500000.00,1900000.00,1500000.00,2400000.00,2400000.00,2700000.00,2400000.00,,,,,,,,17200000.00,Oceania
ST.INT.RCPT.CD,Uganda,UGA,,187000000.00,194000000.00,185000000.00,268000000.00,382000000.00,347000000.00,402000000.00,536000000.00,683000000.00,802000000.00,977000000.00,1157000000.00,960000000.00,984000000.00,1049000000.00,1118000000.00,954000000.00,1522000000.00,1400000000.00,518000000.00,14625000000.00,Africa
ST.INT.RCPT.CD,Ukraine,UKR,563000000.00,759000000.00,1001000000.00,1204000000.00,2931000000.00,3542000000.00,4018000000.00,5320000000.00,6722000000.00,4349000000.00,4696000000.00,5406000000.00,5988000000.00,5931000000.00,2264000000.00,1662000000.00,1723000000.00,2019000000.00,2269000000.00,2595000000.00,687000000.00,65649000000.00,Europe
ST.INT.RCPT.CD,United Arab Emirates,ARE,1063000000.00,1200000000.00,1332000000.00,1438000000.00,1593000000.00,3218000000.00,4972000000.00,6072000000.00,7162000000.00,7352000000.00,8577000000.00,9204000000.00,10924000000.00,12389000000.00,15221000000.00,25587099609.00,28657400391.00,29705500000.00,34609500000.00,38413300781.00,24615400391.00,273000000000.00,Asia
ST.INT.RCPT.CD,United Kingdom,GBR,,,,,,,,,,,,,,,,,,,,,,0.00,Europe
ST.INT.RCPT.CD,United States of America,USA,118000000000.00,105000000000.00,97415000000.00,94814000000.00,107000000000.00,117000000000.00,121000000000.00,135000000000.00,149000000000.00,137000000000.00,162000000000.00,179000000000.00,195000000000.00,213000000000.00,223000000000.00,231000000000.00,229000000000.00,234000000000.00,242000000000.00,239000000000.00,84205000000.00,3410000000000.00,North America
ST.INT.RCPT.CD,Uruguay,URY,827000000.00,700000000.00,409000000.00,419000000.00,591000000.00,699000000.00,711000000.00,928000000.00,1195000000.00,1460000000.00,1669000000.00,2401000000.00,2666000000.00,2481000000.00,2341000000.00,2349000000.00,2396000000.00,2924000000.00,2708000000.00,2335000000.00,1085000000.00,33294000000.00,South America
ST.INT.RCPT.CD,Uzbekistan,UZB,63000000.00,72000000.00,68000000.00,48000000.00,57000000.00,,,,,,,,,,660000000.00,688000000.00,579000000.00,835000000.00,1314000000.00,1679000000.00,395000000.00,6458000000.00,Asia
ST.INT.RCPT.CD,Vanuatu,VUT,69000000.00,58000000.00,72000000.00,83000000.00,93000000.00,104000000.00,109000000.00,142000000.00,188000000.00,214000000.00,242000000.00,249000000.00,268000000.00,314000000.00,284000000.00,254000000.00,275000000.00,289000000.00,325000000.00,295000000.00,67000000.00,3994000000.00,Oceania
ST.INT.RCPT.CD,Venezuela,VEN,469000000.00,677000000.00,484000000.00,378000000.00,554000000.00,722000000.00,843000000.00,972000000.00,1097000000.00,1053000000.00,885000000.00,806000000.00,904000000.00,926000000.00,900000000.00,654000000.00,546000000.00,,,,,12870000000.00,South America
ST.INT.RCPT.CD,Vietnam,VNM,,,,1400000000.00,1700000000.00,2300000000.00,2850000000.00,3750000000.00,3930000000.00,3050000000.00,4450000000.00,5710000000.00,6850000000.00,7250000000.00,7410000000.00,7350000000.00,8500000000.00,8890000000.00,10080000000.00,11830000000.00,3232000000.00,101000000000.00,Asia
ST.INT.RCPT.CD,Virgin Islands (U.S.),VIR,1206000000.00,1234000000.00,1195000000.00,1257000000.00,1356000000.00,1432000000.00,1468000000.00,1513000000.00,1157000000.00,1021000000.00,1223000000.00,1122000000.00,1210000000.00,1168000000.00,1319000000.00,1324000000.00,1343000000.00,1202000000.00,993000000.00,1031000000.00,686000000.00,25460000000.00,Null
ST.INT.RCPT.CD,West Bank and Gaza,PSE,94000000.00,14000000.00,14000000.00,66000000.00,84000000.00,52000000.00,25000000.00,99000000.00,146000000.00,193000000.00,409000000.00,615000000.00,469000000.00,524000000.00,412000000.00,312000000.00,235000000.00,225000000.00,245000000.00,,,4233000000.00,Null
ST.INT.RCPT.CD,Yemen,YEM,,,,,,,,,,,1291000000.00,910000000.00,1005000000.00,1097000000.00,1199000000.00,116000000.00,116000000.00,,,,,5734000000.00,Asia
ST.INT.RCPT.CD,Zambia,ZMB,,,,,,,,,,,,,,,,,,,,,,0.00,Africa
ST.INT.RCPT.CD,Zimbabwe,ZWE,125000000.00,81000000.00,76000000.00,61000000.00,194000000.00,99000000.00,338000000.00,365000000.00,294000000.00,129000000.00,135000000.00,164000000.00,174000000.00,183000000.00,186000000.00,191000000.00,194000000.00,158000000.00,191000000.00,285000000.00,66000000.00,3689000000.00,Africa
ST.INT.RCPT.CD,Africa Eastern and Southern,AFE,7035528873.00,7489514346.00,8266443184.00,12204601548.00,14437267235.00,16105273905.00,18031562938.00,20973170451.00,20408316343.00,19179935926.00,22022165207.00,24202048004.00,26393212256.00,26053231119.00,27220802346.00,25119401605.00,24305252594.00,26552526185.00,28672643620.00,27810935914.00,,402000000000.00,Null
ST.INT.RCPT.CD,Africa Western and Central,AFW,1475215373.00,1629462885.00,1840559322.00,2094376181.00,2158285284.00,2740615084.00,3074292754.00,4003336033.00,4900188000.00,4254369558.00,4034222723.00,4564552103.00,4741440190.00,5072423448.00,5059666955.00,4341562037.00,5481752264.00,7387315888.00,7230774394.00,,,76084410479.00,Null
ST.INT.RCPT.CD,Arab World,ARB,,,,29586477672.00,34671162031.00,40184504882.00,46282122295.00,55384830967.00,61950764464.00,62406375267.00,72002050459.00,63688193204.00,70933565986.00,69505430690.00,78173558300.00,89547572197.00,93401986638.00,108000000000.00,120000000000.00,132000000000.00,,1230000000000.00,Null
ST.INT.RCPT.CD,Caribbean small states,CSS,5535249012.00,5171516486.00,5239919916.00,5675313179.00,6188372843.00,6646851692.00,7036558713.00,7490671097.00,7471022003.00,6939404862.00,7203576008.00,7158819740.00,7704723513.00,7795442215.00,9468167770.00,9836484355.00,10590877575.00,,,,,123000000000.00,Null
ST.INT.RCPT.CD,Central Europe and the Baltics,CEB,20466141201.00,20609434979.00,21170767634.00,26063762063.00,30634010118.00,35382849950.00,39782540497.00,49293530837.00,58870011385.00,49075172441.00,46639890593.00,52759785029.00,49388847915.00,52427847627.00,54406256971.00,47288934512.00,51301453985.00,58829311856.00,64718122568.00,65843484714.00,,895000000000.00,Null
ST.INT.RCPT.CD,Early-demographic dividend,EAR,,,69122529493.00,77499102883.00,94029912835.00,106000000000.00,113000000000.00,132000000000.00,145000000000.00,137000000000.00,153000000000.00,159000000000.00,169000000000.00,179000000000.00,195000000000.00,194000000000.00,188000000000.00,220000000000.00,244000000000.00,267000000000.00,,2840000000000.00,Null
ST.INT.RCPT.CD,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.RCPT.CD,East Asia & Pacific (excluding high income),EAP,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.RCPT.CD,East Asia & Pacific (IDA & IBRD countries),TEA,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.RCPT.CD,Euro area,EMU,156000000000.00,153000000000.00,163000000000.00,189000000000.00,219000000000.00,228000000000.00,248000000000.00,281000000000.00,306000000000.00,268000000000.00,263000000000.00,301000000000.00,290000000000.00,311000000000.00,326000000000.00,293000000000.00,297000000000.00,327000000000.00,356000000000.00,355000000000.00,,5330000000000.00,Null
ST.INT.RCPT.CD,Europe & Central Asia,ECS,228000000000.00,226000000000.00,241000000000.00,279000000000.00,326000000000.00,344000000000.00,374000000000.00,434000000000.00,488000000000.00,427000000000.00,425000000000.00,491000000000.00,482000000000.00,522000000000.00,540000000000.00,478000000000.00,477000000000.00,532000000000.00,585000000000.00,590000000000.00,,8490000000000.00,Null
ST.INT.RCPT.CD,Europe & Central Asia (excluding high income),ECA,,,,,,41773152256.00,44332014043.00,54622195653.00,67079385619.00,59010242913.00,60031123028.00,71837770176.00,76682096687.00,87652930166.00,85866543244.00,72231918239.00,64794278567.00,77226677470.00,89044934208.00,93373739043.00,,1050000000000.00,Null
ST.INT.RCPT.CD,Europe & Central Asia (IDA & IBRD countries),TEC,,,,,,56602197911.00,60846508473.00,76077119597.00,91696030176.00,78249661827.00,78234405211.00,92930188769.00,97291038400.00,110000000000.00,109000000000.00,91594085452.00,85964198034.00,102000000000.00,116000000000.00,121000000000.00,,1370000000000.00,Null
ST.INT.RCPT.CD,European Union,EUU,181000000000.00,179000000000.00,191000000000.00,222000000000.00,257000000000.00,270000000000.00,296000000000.00,340000000000.00,373000000000.00,323000000000.00,317000000000.00,362000000000.00,347000000000.00,372000000000.00,390000000000.00,348000000000.00,357000000000.00,396000000000.00,432000000000.00,432000000000.00,,6390000000000.00,Null
ST.INT.RCPT.CD,Fragile and conflict affected situations,FCS,,,,11051089610.00,11856331737.00,12585682325.00,13057958907.00,15936190762.00,18496049260.00,20688220005.00,25201190204.00,20895406713.00,23906290396.00,25101207073.00,26351211708.00,26018006590.00,27557594254.00,,,,,279000000000.00,Null
ST.INT.RCPT.CD,Heavily indebted poor countries (HIPC),HPC,3042986472.00,3628225810.00,3914190726.00,4600175431.00,5299920425.00,6440065966.00,7253625945.00,8891560409.00,9980561785.00,9528506502.00,9910939981.00,12202929229.00,14148822902.00,14889545710.00,15621715576.00,15163804029.00,15777030393.00,16462865234.00,19734803845.00,20858320355.00,,217000000000.00,Null
ST.INT.RCPT.CD,High income,HIC,406000000000.00,388000000000.00,395000000000.00,433000000000.00,505000000000.00,541000000000.00,577000000000.00,658000000000.00,729000000000.00,665000000000.00,737000000000.00,837000000000.00,872000000000.00,938000000000.00,996000000000.00,970000000000.00,990000000000.00,1060000000000.00,1150000000000.00,1150000000000.00,,15000000000000.00,Null
ST.INT.RCPT.CD,IBRD only,IBD,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.RCPT.CD,IDA & IBRD total,IBT,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.RCPT.CD,IDA blend,IDB,2589690684.00,2593222482.00,2710213282.00,3058316095.00,3657992399.00,4157338109.00,4861287988.00,5634681609.00,6427304730.00,5461868136.00,6089848884.00,6984160013.00,7010987772.00,6996903200.00,7995200001.00,8152185184.00,7911800005.00,10151705392.00,10652993523.00,10859684429.00,,124000000000.00,Null
ST.INT.RCPT.CD,IDA only,IDX,5061015410.00,5687285330.00,6183840350.00,6606471436.00,9144227005.00,10662801170.00,12047332882.00,15404681725.00,17617617792.00,17731747301.00,21911524413.00,19403983285.00,22364664025.00,24552900672.00,26791985092.00,25906385654.00,26758326392.00,28053764793.00,32347248555.00,35608230396.00,,370000000000.00,Null
ST.INT.RCPT.CD,IDA total,IDA,7615135304.00,8148869233.00,8725277586.00,9519435234.00,12556181745.00,14528261483.00,16586761945.00,20597775122.00,23538967571.00,22630711946.00,27268022051.00,25740362370.00,28635139135.00,30741012593.00,33902884985.00,33715679043.00,33806058988.00,37443652753.00,42040713818.00,45396369607.00,,483000000000.00,Null
ST.INT.RCPT.CD,Late-demographic dividend,LTE,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.RCPT.CD,Latin America & Caribbean,LCN,38615438788.00,38234590490.00,36976005879.00,40457788122.00,46050442084.00,51567172210.00,55975354667.00,61795379924.00,66138108402.00,60683397614.00,63893459858.00,68745665396.00,74098949813.00,78411113783.00,85047338481.00,88225390374.00,93835317531.00,98412826250.00,102000000000.00,105000000000.00,,1350000000000.00,Null
ST.INT.RCPT.CD,Latin America & Caribbean (excluding high income),LAC,26836449655.00,26055343130.00,25516146462.00,28533704752.00,32413790702.00,36994042539.00,40495552696.00,44838428813.00,48596472019.00,44191553378.00,46739962747.00,50467276356.00,54141976261.00,58224976109.00,64132465411.00,66701100396.00,71234508365.00,75265640564.00,79006050570.00,81459149602.00,,1000000000000.00,Null
ST.INT.RCPT.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,28136680703.00,27530214581.00,26649066562.00,29524858029.00,34101255368.00,38623453342.00,42654605076.00,47856660147.00,52108354074.00,48009206773.00,50557168256.00,55251720176.00,59874589652.00,63862361844.00,70022743701.00,72190861861.00,76695528986.00,81435539842.00,85166901576.00,86710962274.00,,1080000000000.00,Null
ST.INT.RCPT.CD,Least developed countries: UN classification,LDC,3227514900.00,3743451774.00,4102993819.00,4297498414.00,5384394660.00,6208352642.00,7204095806.00,9233534531.00,10906897664.00,11039707645.00,12341231334.00,14414479463.00,16578249163.00,18979582441.00,21096261688.00,20150891371.00,20172369303.00,21500887186.00,24732461287.00,26746319783.00,,262000000000.00,Null
ST.INT.RCPT.CD,Low & middle income,LMY,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.RCPT.CD,Low income,LIC,1507706348.00,1831093302.00,2170076022.00,2411935209.00,3940666351.00,4512646526.00,5026774560.00,6601093474.00,7548902416.00,8057968288.00,11355525611.00,7688657793.00,8932397340.00,9370763422.00,9850364367.00,8488774697.00,8614503882.00,8999448388.00,11679698813.00,11751847677.00,,140000000000.00,Null
ST.INT.RCPT.CD,Lower middle income,LMC,30086088094.00,30809723434.00,32732113019.00,34606779435.00,44750420462.00,50817568942.00,58968666113.00,73513409943.00,81334936759.00,71034688092.00,81041906828.00,84015611030.00,92259215009.00,93880688709.00,99605093629.00,98307158972.00,98018347429.00,118000000000.00,133000000000.00,145000000000.00,,1550000000000.00,Null
ST.INT.RCPT.CD,Middle East & North Africa,MEA,,,,33689198280.00,39185640790.00,44964846791.00,51240603054.00,61230252060.00,69065343912.00,69352612762.00,80180356239.00,71917597407.00,78853040450.00,78684512628.00,88079100651.00,100000000000.00,104000000000.00,119000000000.00,132000000000.00,145000000000.00,,1370000000000.00,Null
ST.INT.RCPT.CD,Middle East & North Africa (excluding high income),MNA,17739281846.00,18742083026.00,20309885241.00,22110120832.00,25745093556.00,28054803714.00,31237590616.00,37662480601.00,42737309556.00,43345094469.00,50766825857.00,40091887156.00,42877446813.00,38977156885.00,42760551002.00,39031279223.00,35484947279.00,43470158784.00,49964342954.00,55317558282.00,,726000000000.00,Null
ST.INT.RCPT.CD,Middle East & North Africa (IDA & IBRD countries),TMN,17623088943.00,18751670311.00,20322226453.00,22038954488.00,25654681705.00,27998007295.00,31208226350.00,37556175311.00,42582021033.00,43141340720.00,50339801577.00,39460727242.00,42401636570.00,38441546950.00,42344851256.00,38719457235.00,35252808778.00,43252384810.00,49728453994.00,55056396011.00,,722000000000.00,Null
ST.INT.RCPT.CD,Middle income,MIC,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.RCPT.CD,North America,NAC,151000000000.00,136000000000.00,126000000000.00,123000000000.00,140000000000.00,152000000000.00,158000000000.00,175000000000.00,192000000000.00,175000000000.00,207000000000.00,228000000000.00,249000000000.00,272000000000.00,284000000000.00,294000000000.00,291000000000.00,298000000000.00,309000000000.00,306000000000.00,,4270000000000.00,Null
ST.INT.RCPT.CD,Not classified,INX,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.RCPT.CD,OECD members,OED,395000000000.00,374000000000.00,378000000000.00,416000000000.00,483000000000.00,515000000000.00,542000000000.00,614000000000.00,681000000000.00,615000000000.00,660000000000.00,736000000000.00,755000000000.00,811000000000.00,860000000000.00,837000000000.00,847000000000.00,908000000000.00,984000000000.00,997000000000.00,,13400000000000.00,Null
ST.INT.RCPT.CD,Other small states,OSS,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.RCPT.CD,Pacific island small states,PSS,460898875.30,481279973.60,573066767.70,722400520.70,851214395.80,1017098087.00,1022198447.00,1121568629.00,1421896983.00,1187653834.00,1378233235.00,1581634366.00,1671951539.00,1705351733.00,1820070721.00,1806695409.00,1932423304.00,2029445732.00,2248465668.00,2233673134.00,,27267221353.00,Null
ST.INT.RCPT.CD,Post-demographic dividend,PST,379000000000.00,361000000000.00,369000000000.00,408000000000.00,476000000000.00,507000000000.00,539000000000.00,612000000000.00,680000000000.00,617000000000.00,685000000000.00,778000000000.00,806000000000.00,868000000000.00,910000000000.00,863000000000.00,880000000000.00,934000000000.00,1010000000000.00,1000000000000.00,,13700000000000.00,Null
ST.INT.RCPT.CD,Pre-demographic dividend,PRE,2546886545.00,3181177308.00,3432496670.00,3706870422.00,4323237265.00,5155748516.00,5881459570.00,8204741983.00,9507414750.00,9675886298.00,10715433058.00,11702260644.00,13233225046.00,14150528914.00,15267753206.00,14884321870.00,16057706734.00,18096161336.00,17270492334.00,19266611570.00,,206000000000.00,Null
ST.INT.RCPT.CD,Small states,SST,,,,,,,,,,,,27461355189.00,31534003912.00,34143591415.00,39264024276.00,41277918133.00,44254737521.00,50207227370.00,51565534602.00,52579729788.00,,372000000000.00,Null
ST.INT.RCPT.CD,South Asia,SAS,,,,,,,,,,,,,23886000000.00,25794000000.00,28701000000.00,29921300003.00,32045300003.00,37826000000.00,39918000000.00,41884000000.00,,260000000000.00,Null
ST.INT.RCPT.CD,South Asia (IDA & IBRD),TSA,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.RCPT.CD,Sub-Saharan Africa,SSF,8236189717.00,8823939169.00,9778100649.00,13873282500.00,16114153054.00,18290611481.00,20483792703.00,24226010745.00,24528071972.00,22718361775.00,25446513189.00,28090888000.00,30407598947.00,30395296705.00,31525801556.00,28744759940.00,29035443371.00,33098286016.00,35520914707.00,34919262973.00,,474000000000.00,Null
ST.INT.RCPT.CD,Sub-Saharan Africa (excluding high income),SSA,7995682016.00,8588341996.00,9514753152.00,13599193302.00,15842597635.00,18005450110.00,20141265480.00,23805997303.00,24095314985.00,22348248632.00,25073606727.00,27688408246.00,29953028926.00,29881879340.00,31015771032.00,28232287981.00,28500418419.00,32478410641.00,34873646198.00,34263192235.00,,466000000000.00,Null
ST.INT.RCPT.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,8236189717.00,8823939169.00,9778100649.00,13873282500.00,16114153054.00,18290611481.00,20483792703.00,24226010745.00,24528071972.00,22718361775.00,25446513189.00,28090888000.00,30407598947.00,30395296705.00,31525801556.00,28744759940.00,29035443371.00,33098286016.00,35520914707.00,34919262973.00,,474000000000.00,Null
ST.INT.RCPT.CD,Upper middle income,UMC,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.RCPT.CD,World,WLD,596000000000.00,579000000000.00,596000000000.00,646000000000.00,768000000000.00,829000000000.00,897000000000.00,1040000000000.00,1150000000000.00,1050000000000.00,1170000000000.00,1310000000000.00,1380000000000.00,1480000000000.00,1560000000000.00,1520000000000.00,1540000000000.00,1680000000000.00,1830000000000.00,1860000000000.00,,23500000000000.00,Null